,C1,C2,C3
1973-07-10,0.050829202,-0.6616958,0.0
1973-07-11,0.036572605,-0.68268895,0.0
1973-07-12,0.04170072,-0.68535036,0.0
1973-07-13,0.06385292,-0.670805,0.0
1973-07-16,0.07675126,-0.66505,0.0
1973-07-17,0.086943015,-0.65653896,0.0
1973-07-18,0.10698533,-0.6413522,0.0
1973-07-19,0.14592196,-0.63619345,0.0
1973-07-20,0.1766565,-0.6365076,0.0
1973-07-23,0.1712176,-0.6400245,0.0
1973-07-24,0.18360922,-0.6437944,0.0
1973-07-25,0.18784171,-0.65148896,0.0
1973-07-26,0.22155206,-0.68476593,0.0
1973-07-27,0.24647947,-0.7071026,0.0
1973-07-30,0.25198472,-0.71711016,0.0
1973-07-31,0.26314682,-0.7322415,0.0
1973-08-01,0.2889261,-0.76273847,0.0
1973-08-02,0.27530488,-0.7474599,0.0
1973-08-03,0.29133913,-0.75378764,0.0
1973-08-06,0.31455648,-0.73146945,0.0
1973-08-07,0.3473112,-0.7006164,0.0
1973-08-08,0.33234566,-0.67420447,0.0
1973-08-09,0.33291024,-0.68457866,0.0
1973-08-10,0.33195764,-0.67238927,0.0
1973-08-13,0.31122255,-0.65524685,0.0
1973-08-14,0.3019507,-0.637381,0.0
1973-08-15,0.28359866,-0.6359336,0.0
1973-08-16,0.22077514,-0.6227647,0.0
1973-08-17,0.18500307,-0.6093749,0.0
1973-08-20,0.23167224,-0.61366636,0.0
1973-08-21,0.2287935,-0.6139511,0.0
1973-08-22,0.22858821,-0.63106096,0.0
1973-08-23,0.17748319,-0.6105918,0.0
1973-08-24,0.13324068,-0.5916989,0.0
1973-08-27,0.15376705,-0.6097466,0.0
1973-08-28,0.16458677,-0.6057811,0.0
1973-08-29,0.14635278,-0.5865252,0.0
1973-08-30,0.14613149,-0.5931642,0.0
1973-08-31,0.14927538,-0.5941999,0.0
1973-09-04,0.14709072,-0.5683883,0.0
1973-09-05,0.11967388,-0.53901565,0.0
1973-09-06,0.12611884,-0.5237792,0.0
1973-09-07,0.11532642,-0.527308,0.0
1973-09-10,0.1493702,-0.5330564,0.0
1973-09-11,0.17653513,-0.53973407,0.0
1973-09-12,0.18498273,-0.51403785,0.0
1973-09-13,0.1877436,-0.5088203,0.0
1973-09-14,0.17341603,-0.50248975,0.0
1973-09-17,0.13195445,-0.4965335,0.0
1973-09-18,0.10359557,-0.522263,0.0
1973-09-19,0.107313246,-0.5328821,0.0
1973-09-20,0.08733693,-0.541427,0.0
1973-09-21,0.039830357,-0.57651204,0.0
1973-09-24,-0.007779151,-0.6394603,0.0
1973-09-25,-0.021473706,-0.6460248,0.0
1973-09-26,-0.025431126,-0.66506857,0.0
1973-09-27,-0.056913182,-0.69500583,0.0
1973-09-28,-0.08783415,-0.69535553,0.0
1973-10-01,-0.07515991,-0.6929756,0.0
1973-10-02,-0.030356914,-0.66725636,0.0
1973-10-03,-0.04171522,-0.66518027,0.0
1973-10-04,-0.035455227,-0.6625859,0.0
1973-10-05,-0.09003967,-0.68047816,0.0
1973-10-09,-0.116454884,-0.6781795,0.0
1973-10-10,-0.09661427,-0.67884386,0.0
1973-10-11,-0.09676476,-0.6745051,0.0
1973-10-12,-0.11996314,-0.6739332,0.0
1973-10-15,-0.104396895,-0.6846781,0.0
1973-10-16,-0.09217985,-0.698804,0.0
1973-10-17,-0.10224132,-0.71639633,0.0
1973-10-18,-0.11095691,-0.72291464,0.0
1973-10-19,-0.12716758,-0.742519,0.0
1973-10-23,-0.11765684,-0.7513046,0.0
1973-10-24,-0.13149612,-0.76318544,0.0
1973-10-25,-0.1339024,-0.7507725,0.0
1973-10-26,-0.12976664,-0.73435444,0.0
1973-10-29,-0.12587278,-0.7264106,0.0
1973-10-30,-0.13078365,-0.72433174,0.0
1973-10-31,-0.114650786,-0.7175969,0.0
1973-11-01,-0.08974376,-0.68412447,0.0
1973-11-02,-0.06929582,-0.6644217,0.0
1973-11-05,-0.002407819,-0.6165509,0.0
1973-11-07,0.01982914,-0.58394396,0.0
1973-11-08,0.00013546646,-0.5834375,0.0
1973-11-09,0.011054918,-0.5798261,0.0
1973-11-12,0.043639317,-0.5452772,0.0
1973-11-13,0.0752255,-0.53504395,0.0
1973-11-14,0.075755075,-0.55731755,0.0
1973-11-15,0.029718295,-0.60965383,0.0
