,C1,C2,C3
1972-09-06,1.9177516,-0.14357908,-0.36877087
1972-09-07,1.9782971,-0.16912526,-0.36234573
1972-09-08,2.067834,-0.19092394,-0.35367408
1972-09-11,1.996499,-0.19110824,-0.30721354
1972-09-12,2.0019882,-0.16216363,-0.31372666
1972-09-13,2.0622642,-0.14396475,-0.33928195
1972-09-14,2.132924,-0.10886388,-0.32924846
1972-09-15,2.04624,-0.10447175,-0.27735975
1972-09-18,1.9546729,-0.10656772,-0.24198331
1972-09-19,1.9199365,-0.10010664,-0.23508964
1972-09-20,1.9660876,-0.1117862,-0.25360754
1972-09-21,2.0270867,-0.104644656,-0.24226682
1972-09-22,2.1387005,-0.04507596,-0.2510736
1972-09-25,2.145064,-0.047565658,-0.24109271
1972-09-26,2.0357437,-0.044860255,-0.19685875
1972-09-27,2.0263693,-0.018167565,-0.21364754
1972-09-28,1.9699789,-0.019287936,-0.22315636
1972-09-29,1.931317,0.011883879,-0.2370921
1972-10-02,1.9003676,-0.020321822,-0.23738785
1972-10-03,2.0096443,-0.014168218,-0.2783716
1972-10-04,1.9540616,-0.01909154,-0.25495207
1972-10-05,1.956227,-0.0019612047,-0.24402039
1972-10-06,1.925078,-0.01463497,-0.21867056
1972-10-10,1.7974788,0.009062877,-0.21841897
1972-10-11,1.8198185,0.008865253,-0.25024316
1972-10-12,1.9397401,0.0063857557,-0.27628288
1972-10-13,1.9499913,0.023689153,-0.26555836
1972-10-16,1.913086,0.026978599,-0.2542319
1972-10-17,1.894662,0.03480472,-0.25693962
1972-10-18,1.9378473,0.021441424,-0.29027274
1972-10-19,1.9282142,0.02523715,-0.30460238
1972-10-20,1.9004418,0.027419774,-0.30513293
1972-10-24,1.7865787,0.029790344,-0.28121904
1972-10-25,1.783764,0.043800637,-0.29738805
1972-10-26,1.7539546,0.053006515,-0.3184926
1972-10-27,1.7744143,0.052243672,-0.33007312
1972-10-30,1.825224,0.05642804,-0.34938788
1972-10-31,1.7950605,0.059710294,-0.3476717
1972-11-01,1.750128,0.05051814,-0.36914974
1972-11-02,1.5745542,0.046585295,-0.33149242
1972-11-03,1.473088,0.04293265,-0.33210817
1972-11-06,1.3879547,0.0421487,-0.32904762
1972-11-08,1.5082446,0.07247536,-0.3378136
1972-11-09,1.5263256,0.06046763,-0.3494674
1972-11-10,1.503595,0.040995516,-0.33261165
1972-11-13,1.4034517,0.05128277,-0.30160624
1972-11-14,1.3755205,0.05822681,-0.30380782
1972-11-15,1.2681185,0.05363589,-0.29064506
1972-11-16,1.3094862,0.049720682,-0.29303926
1972-11-17,1.3548445,0.06005399,-0.32437918
1972-11-20,1.3215004,0.07404129,-0.3009367
1972-11-21,1.3795921,0.07881635,-0.2842198
1972-11-22,1.3998897,0.0975178,-0.27544314
1972-11-24,1.4156294,0.105370745,-0.2720999
1972-11-27,1.5263698,0.12823701,-0.29631054
1972-11-28,1.5099673,0.14191727,-0.2679809
1972-11-29,1.4529849,0.17466402,-0.24087073
1972-11-30,1.4725293,0.16754906,-0.25241405
1972-12-01,1.4848993,0.17700407,-0.2312668
1972-12-04,1.521193,0.20963198,-0.21781166
1972-12-05,1.5776271,0.22245288,-0.2078108
1972-12-06,1.5642096,0.23131195,-0.19630493
1972-12-07,1.539088,0.23905104,-0.18524928
1972-12-08,1.5894642,0.25037685,-0.18057033
1972-12-11,1.6113831,0.26519948,-0.16861093
1972-12-12,1.5814325,0.25688618,-0.15164383
1972-12-13,1.5559944,0.23928821,-0.15740635
1972-12-14,1.5409586,0.2372901,-0.15028073
1972-12-15,1.5399244,0.2503791,-0.15628523
1972-12-18,1.6979855,0.27520353,-0.19708359
1972-12-19,1.7233584,0.27728122,-0.16187806
1972-12-20,1.7375298,0.27987328,-0.17170525
1972-12-21,1.7022071,0.29951856,-0.17849894
1972-12-22,1.7326372,0.30445933,-0.20434846
1972-12-26,1.733454,0.32160434,-0.1931596
1972-12-27,1.7881278,0.34072495,-0.22312544
1972-12-28,1.8410497,0.33666426,-0.25783464
1972-12-29,1.904971,0.36051598,-0.2707626
1973-01-02,2.0043104,0.38628402,-0.27753407
1973-01-03,1.9394815,0.38447163,-0.27663907
1973-01-04,1.8547628,0.37830237,-0.25099218
1973-01-05,1.9516727,0.3712784,-0.27769572
1973-01-08,2.0338683,0.37185547,-0.29794288
1973-01-09,2.0132062,0.39093497,-0.28708604
1973-01-10,2.0520632,0.40686497,-0.28974825
1973-01-11,2.098778,0.45501864,-0.28869003
1973-01-12,2.1606836,0.47974768,-0.30099782
1973-01-15,2.1481955,0.5212539,-0.2750854
1973-01-16,2.1967418,0.56729186,-0.25640103
1973-01-17,2.1631486,0.56572723,-0.23713662
1973-01-18,2.2201092,0.5813673,-0.20233744
1973-01-19,2.3466294,0.6052569,-0.21177387
1973-01-22,2.4248712,0.6062033,-0.20082296
1973-01-23,2.377188,0.6383201,-0.19913104
1973-01-24,2.4641104,0.6575653,-0.22667289
1973-01-25,2.544164,0.6792718,-0.21065335
1973-01-26,2.6633878,0.7718359,-0.23889627
1973-01-29,2.7203557,0.78090125,-0.23121993
1973-01-30,2.7011514,0.7701939,-0.2313148
1973-01-31,2.702188,0.77624166,-0.24236158
1973-02-01,2.9213445,0.8094113,-0.34204897
1973-02-02,3.0138867,0.79031664,-0.3499025
1973-02-05,3.018778,0.76495564,-0.33040375
1973-02-06,3.0209434,0.747993,-0.33652288
1973-02-07,2.9816213,0.66534865,-0.3724124
1973-02-08,2.9507914,0.59088445,-0.39962542
1973-02-09,2.85245,0.55601656,-0.38304862
1973-02-13,2.8708837,0.58454055,-0.38672933
1973-02-14,2.8632517,0.5386777,-0.3946331
1973-02-15,2.8277836,0.44646284,-0.3906189
1973-02-16,2.8855867,0.4393671,-0.4087422
1973-02-20,3.146225,0.50254303,-0.46746314
1973-02-21,3.209384,0.5810507,-0.44719002
1973-02-22,3.1479504,0.6203993,-0.48169324
1973-02-23,3.0883734,0.67668945,-0.47883502
1973-02-26,3.4033358,0.8046291,-0.51030463
1973-02-27,3.4212582,0.8649789,-0.4730208
1973-02-28,3.4399645,0.8586954,-0.47728342
1973-03-01,3.4007456,0.84276795,-0.48224932
1973-03-02,3.5180519,0.83918947,-0.50497484
1973-03-05,3.5817957,0.87616247,-0.5016986
1973-03-06,3.663625,0.94178504,-0.5064113
1973-03-07,3.6049652,0.949623,-0.48688242
1973-03-08,3.645978,0.9396399,-0.5051351
1973-03-09,3.6745644,0.9934685,-0.5112272
1973-03-12,3.7329812,1.0198653,-0.51092845
1973-03-13,3.7464962,1.0547143,-0.4562535
1973-03-14,3.8157158,1.0701882,-0.4236263
1973-03-15,3.949085,1.1465877,-0.44064608
1973-03-16,4.229309,1.2813756,-0.46280974
1973-03-19,4.1236095,1.2791752,-0.3596751
1973-03-20,4.1010714,1.2376271,-0.32491004
1973-03-21,4.063003,1.2346216,-0.29289123
1973-03-22,4.0686913,1.2283489,-0.2983444
1973-03-23,4.053079,1.2401834,-0.2954161
1973-03-26,3.8724504,1.2271386,-0.22611386
1973-03-27,3.8326163,1.2220345,-0.2215771
1973-03-28,3.7311325,1.2717505,-0.1868368
1973-03-29,3.713608,1.2842909,-0.15749562
1973-03-30,4.0210257,1.3449079,-0.23760645
